Bootstrap menu dropdown level in pug,I am trying to pass to bootstrap navbar an array in jade.I already did this achievement:and in header:So i ended up to this in menu:Does anyone know in pug/jade how to achieve the dropdown menu? I only achieved the first level menu... :/Thank you so much and Happy New Year!,"[html, twitter-bootstrap, pug]"
How do I make these models work with Entity Framework?,"A long time ago I started working on a simple project to learn a bit more about ASP.NET. A bit later I decided to use a database for storage instead of serialization, so I updated my existing models somewhat to try and make them work with Entity Framework code-first. Unfortunately, it seems that these classes are too complex to be converted to database tables.Here are the models.Take this part for example:I don't think this is going to work as it's supposed to, with multiple collections of entities of the same type referenced by another entity it's getting messy without a hierarchy-like structure of data.How can I make these models more EF friendly?","[c#, .net, entity-framework, model]"
Automatic/Scheduled iOS Push Notification,"I'm very new to iOS development. I currently have a fair chunk of the app I want to make done but I'm just now trying to figure out how to implement remote push notifications. I essentially need these to happen automatically and if a certain condition is met.Basically, I'm using a weather api to do some stuff in my app, and eventually I want to send each user a notification depending on the weather for their location+some other factors (those other factors will be stored in the database, which has not been set up yet) while the app is closed. Would I need server side code to do something like that? And would it simply have to execute once every 24 hours (or some interval of time) for each user?I've looked at several tutorials about how to set up push notifications but I can't figure out what I need to do to make this work the way I need it to so some explanation would be great. And what service would be best for this (like aws/lambda, firebase, etc)?","[ios, swift, push-notification, apple-push-notifications]"
Sklearn MPLClassifier not working on training set,"I'm trying to develop an MPLClassifier neural network. When I tested my model on some data I found that the results were not at all what I expected, so I tested the model on the data it was trained on. Still, the predictions were not remotely accurate. Below is my code. I would appreciate it if anybody could point out what I'm doing wrong. Thanks.",[scikit-learn]
isset variables from url php functions,"im trying to check two variables in a url, U and TAG. i keep getting whitescreen or no results. i want to check U and the preg replace works and everything, but! i also want to check the variable TAG to make sure it isnt blank, and if it is blank then go to website.comhere is a url here is the code",[php]
rubocop offense but not sure what is wrong,"I am cleaning up some code that I've inherited and there's this line but to be honest, I'm not sure what rubocop is trying to tell me is wrong with it. I am getting this error that looks like this: I am just trying to get past this cop. Any ideas what it is telling me to fix?","[ruby, rubocop]"
Icons in the Android toolbox not showing clearly,I setup Xamarin.Android on my visual studio 2015 today and things are looking good. The only thing I observed is that the controls icons in the Toolbox do not show up properly. Have you experienced anything like that below? How can I fix this?I then looked more and found all these messages,"[visual-studio-2015, xamarin.android]"
adding repeating pattern while converting list to matrix in R,"I am looking for a fast way to convert a list into a matrix with an additional column containing a repeating 1:5 pattern. For instance, the list mat looks like this. The list and the repeating pattern can get to thousands of values in length and so a fast approach would be ideal. I can convert the list to a matrix using melt (may not be ideal for large matrices though), however, I am having trouble getting the repeating pattern to work.The matrix looks like this The output should contain the values of the list as well as an index column containing a 1:5 repeating pattern depending on the length of each index in the list. For instance, mat[[4]] contains 4 values, therefore the index column should contain a values 1:4","[r, list, matrix]"
CSS card overlay with image and text,"I am trying to create an overlay that will cover an entire div/card. I have three cards that I want to rollover black when active. For some reason, I can't get the entire div to be selected. Can anyone help?HTML:and CSS:CODEPEN EXAMPLE: Thanks! ","[html, css, hover, overlay]"
Syntax error using ast.literal_eval(open(&quot;filename&quot;).readlines()[0]) in python,"When I try to run my code and import an array from another file I keep getting a Syntax Error saying:The piece ['test'] is the contents of the external file ""passwords.txt"", however what confuses me is that in the following code if I include only the first 2 variables the code runs perfectly fine but when the second is added it throws an error (also the file contents is the same in all of the variables)The only other related new code is this:Anyone any idea what could be causing this? Have I missed a really obvious syntax issue? Thanks in advance","[python, import, syntax-error]"
Laravel 5 autocomplete Jquery,"I have a problem with my project.I want an autocomplete input that gets the data from a database, so the problem starts when I enter the view where the autocomplete input is. The view only gives me a white screen with an array that contains all the values ​​in my ""clientes"" table (the values for the autocomplete input are taken from this table).I think the problem may be on my routes, but I do not know what to do.Routes:Controller (ventas.php):View (nuevaVenta.blade.php):js file (ventas.js):I'm using the autocomplete widget from the jquery-ui library","[javascript, php, jquery-ui, laravel-5, routes]"
Issue with including variable in SQL statement - in Python 3.4,"I am attempting to calculate the distance between pairs of coordinates and update a table column with the results. The calculation of the distance between each pair of coordinates is working fine when I print the results from the loop (see screenshot) .However there is an issue with the distance added to the table (see screenshot)- all the rows have the distance of 15886, the distance between the points (-36.8090839, 174.718904) and (0,0).It appears I have an issue with how my UPDATE Command is being constructed- specifically the adding of the variable for the coordinates (lat and long) sourced from the table . Can someone point out what I am doing wrong? I'm new to python.","[python, sql, sqlite, python-3.4]"
Format TextView to Display a Song,"I want my TextView to look like this:Jingle bells, jingle bellsJingle all the wayOh, what fun it is to rideIn a one horse open sleigh Hey, jingle bells, jingle bellsJingle all the wayOh, what fun it is to rideIn a one horse open sleigh Jingle bells, jingle bellsJingle all the wayOh, what fun it is to rideIn a one horse open sleigh Hey, jingle bells, jingle bellsJingle all the wayOh, what fun it is to rideIn a one horse open sleighHere is the code from activity_main.xml for the TextViewas you can see, the last attribute android:text=""@string/song"" sets the text to be a string from R.strings In R.strings my song looks the way I want it to, but when I run the app, it all looks like thisJingle bells, jingle bellsJingle all the wayOh, what fun it is to rideIn a one horse open sleighHey, jingle bells, jingle bellsJingle all the wayOh, what fun it is to rideIn a one horse open sleighJingle bells, jingle bellsJingle all the wayOh, what fun it is to rideIn a one horse open sleighHey, jingle bells, jingle bellsJingle all the wayOh, what fun it is to rideIn a one horse open sleighHow can I make it look the way I want it to?","[java, android, textview, format]"
run typed.js at current element,How to run typed.js at current element say that I have a paragraph at the footer and I want to make it run when the user scroll at the footerthe default settings of typed.js that run and type the text when the document ready,"[javascript, jquery, typed.js]"
Implement destructor/dispose in code behind,I use asp net 4.5.I have Marker.aspx page and code behind page Marker.aspx.cs.Whenever postback occurred Page_Load function is fired in code behind and GeoMarkup class created.Whenever postback is implemented I need destructor to be fired and put inside destructor this row:My question is how can I implement destructor in code behind?;,"[c#, asp.net]"
Adding a large timestamp to the current time in Java,"I am working on an application that supports Google 2-step verification. This application also supports a feature to 'trust this device for 30 days'.I use a database to save all this information such as IP-addresses and expire times. Now when I fill in the timestamp System.currentTimeMillis() + 30 * 24 * 60 * 60 * 1000 to add 30 days to the current time, it inserts a timestamp earlier than the current time into the database.For example: the current time = 1483223733000 (2016-31-12 11:36 PM UTC+1).Now when I add 30 days (which is 2592000000 milliseconds, it comes to a date similar to 1481520984841 (2016-12-12 6:36 AM UTC+1) which is not 30 days ahead, but rather about 19 days back in time.","[java, timestamp]"
Swift 3 AWS S3 tutorial error progress: NSProgress,"I've been learning more about AWS s3 and came across a tutorial. When I download the sample app and don't convert it to swift 3, it doesn't give me much trouble trying to run. When I implement the sdk into my demo app(training purposes), it gives me a progress error. my errorbut when i change the error in the code i get this","[amazon-s3, swift3]"
What are these variables?,"I know that probably this question may get some negative points because of its specificity and it may sound stupid. But I'm pretty new to the syntax of Python and I'm not even sure if ""variables"" is even part of the answer. So please, be calm :)I'm looking at this Repository on Github.Here I saw some weird things at some lines (e.g. 57, 89 etc.).The author put some underscores and after them some commas. Although I don't know what do they mean:As much as I know a syntax to put multiple variables would be:But at this point I don't know what to expect since simple underscores aren't considered variables especially when they are used multiple times (or are they ?) and the syntax in the git repository doesn't follow the rule above. I searched some syntax cheat-sheets for Python but this doesn't match anything. So I would like the help of some of you.Thanks -- My Experience is limited to C/C++/C#/Java/Javascript [...]","[python, python-2.7, python-3.x, syntax]"
Detect SKPhysicsBody collision after SKPhysicsBody has been applied,"I have simple gameplay that functions like this:My goal is to detect when the ball hits the white part (game over scene would load) or when the ball hits the gray part (game continues)Because the shapes shrink and have a lot of stuff going on, I figured it would be a lot more efficient to just create the SKPhysicsBody when I need it, and then remove it after the collision checks happen. So when I click the screen this happens: (after 5*0.0325 seconds--how long it takes the circle to shrink--has passed, it will add the physicsbody to both the gray and white part so I can detect which the ball is touching)Which works. The SKPhysicsBody are applied to both the gray and white part perfectly without any loss in framerate and follow the rotation. The problem is... how do I detect which is the ball touching? Since they did not formally collide, it will not call the collision at all (which makes sense since they did not really collideThis is the basic logic, and it works perfectly until I want to check the results:someone touches the screencircles shrinkright after they shrink it will create an SKPhysicsBody for both the gray and white part based on its textureProblem is here... how do I detect which the ball is touching? I have tried this:which has no messages at all, and have tried using allContactedBodies() 1 second after the SKPhysicsBody were applied, but returns a count with 0 for all of them. I have even tried making this 5 seconds and still not workingThis is what it looks like with the SKPhysicsBody applied, you can see the physics is applied perfectlyAm I doing something wrong? Any ideas?","[ios, swift, swift3, game-physics, skphysicsbody]"
Output statement repeats itself before input (C++),"I'm writing a code that converts temperatures from Celsius to Fahrenheit and vice versa. So far everything is working fine, except one output statement repeats itself for no reason. I'm not very experienced (only moved from Python to C++ a week ago) so all help is appreciated.This is my code:When I run the code i get the following output:Here you can see that the line ""Enter conversion type: Celsius to Fahrenheit [CF] or Fahrenheit to Celsius [FC]"" appears twice. It should only appear once before the user inputs CF or FC. After that the second line should only be ""Enter Celsius temperature:"" or ""Enter Fahrenheit temperature:"".I've tried to figure it out myself but have failed so far. Any help is appreciated. Thanks.edit: I looked at a suggested solution (Why does std::getline() skip input after a formatted extraction?) however that points out problems with getline() when two inputs are taken using the command. In my situation, I'm taking just once input however, for some reason it outputs a statement outside of the for loop and the Conversion(conv) function. ","[c++, std, cin, cout]"
How can I use files in one project to create a library in another project in Visual Studio?,"I have a standalone project that contains some code I'd like to re-used. I created a library project in order to contain that code. There does not appear to be a way to move files from the one project to the other. (cut/paste in solution explorer did not work)I then manually copied the files in Windows explorer (outside of VS) into the library's main ""folder"" but they didn't show up in solution explorer either.Anyone know of a way to do this without having to manually create each file in the library and then copying/pasting the code into the files?","[visual-studio, visual-studio-2015]"
"Scheduled Executor Service is only running once, no exceptions are thrown","This code should run indefinitely. However, it successfully runs once and then never again. No exceptions are throw so I can't figure out what I did wrong. However, when nextExpression is not called, it does run indefinitely.Here is the code:","[java, android, scheduledexecutorservice]"
How can I cancel backgroundWorker in specific case and start the backgroundWorker over?,In form1 top:In form1 constructor i start the backgroundworker first timeIn dowork eventIn progresschangedIn completed In the class topMethod in classWhat i want to do is once the WebProblem is true stop the loop in the Init() and stop/cancel the backgroundworker in form1.Then in the backgroundworker completed event throw a message to a label about the problem. And start a timer and after 30 seconds start the backgroundworker again.If the exception happen and i will use a break point in the catch and click continue it will continue but i want that once there was a problem stop everything and start over again until it will pass without any problem in the middle.,"[c#, .net, winforms]"
Guidance on Core Data with Swift 3,"Not looking for code (wouldn't hurt though) just looking to know how I should go about this. I have an app which is like a blog reader. I have information in a MYSQL database which is taken with JSON, placed in a jsonArray and then placed in an array to be shown in a table view. In that table view I generally have all my objects in 1 section. Each row/object has a button when clicked it moves that row into another section. I also have a search controller to search through the main section (Section 1).How do I save the order or position of the rows to Core Data?For example: I have 0 rows in Section 0 and 5 rows in Section 1, I click the button on one of the rows in Section 1 and it moves that row to Section 0, now Section 0 has 1 row while Section 1 has 4 rows. How do I save this new tableview order to Core Data? I just want to save the rows positions, so the app remembers which section that selected row was in.Do I save the indexPath of the row in the section?When adding an entity and attributes, what do I use to save?Also, its a mysql reader so when the tableview is reloaded and a new content is added, will it still show since the tableview will be reading from core data?I'm learning Core Data (Swift 3 code) but just having trouble using it for this app.Thank you for helping out!","[ios, json, swift, uitableview, core-data]"
Why Pocket API returns 403 Forbidden always?,I'm trying to call this line:and each time I get 403 Forbidden.I do not know and understand the reason of that.Does anyone knows? I tried it through Python too:Above code gives me a code:here I'm getting 403 too.How can I fix that?,"[python, api, curl, pocket]"
Swift remove ONLY trailing spaces from string,"many examples in SO are fixing both sides, the leading and trailing. My request is only about the trailing. My input text is: "" keep my left side ""Desired output: "" keep my left side""Of course this command will remove both ends:Which won't work for me. How can I do it?","[string, swift3, nscharacterset]"
How to protect libgdx function fromJson against bad input?,I am in my app trying to load level which can be created by user and I want to protect my app against crash when it will get file with bad input. How should I do it?This is my current code:,"[java, json, libgdx]"
Bootstrap with Flask,"I am looking to integrate a bootstrap template into my flask program. Specifically: I downloaded the zip file for this template:https://startbootstrap.com/template-overviews/sb-admin/However, the file is in a completely different format from the Flask template/static format.I also downloaded Flask-Bootstrap (python) but have not been able to successfully import the template accurately. I am looking for advice on how to easily import this type of template into my flask code (including css, jQuery, html, etc.). Thanks!","[python, twitter-bootstrap, flask, flask-bootstrap]"
Angular2 how to use paperjs events?,How do you use paperjs events in angular2? I am having trouble integrating it. I tried below inside my component class but it doesn't seem to work.,"[angular, paperjs]"
how to mingw64 cross compiling with flex and bison?,I have installed mingw64 on my ubuntu 14 trusty with the command:Now I figured out there is no flex or bison linked to it? I have downloaded this flex: https://github.com/westes/flex.gitand this bison: can somebody tell me how to link them properly to my compiler? ,"[ubuntu-14.04, bison, flex-lexer]"
Accessing TextBox Text Inside GridView (C# / XAML),"So I have a customised GridView with a data template that contains a TextBox and is populated by a list of a custom class called Player. I need to be able to retrieve both the instance of Player and the text in the TextBox and save them to a new custom class called Score. I come from a web-based Java background so this is a little bit new to me but it seems like it should be a fairly simple exercise.Initially, I tried iterating through the GridView upon a Button Click and grabbing each Player item along with the TextBox Text and saving them to a List&lt;> of Score, however, getting the TextBox value proved troublesome. I then tried initialising a page scope List&lt;> of Score and simply updating it each time the TextBox value was changed, however, I wasn't able to make this work either.A solution for either approach will work fine for my purposes. Any input is appreciated!","[c#, windows, xaml, uwp, win-universal-app]"
Unwanted whitespace created by CSS transition animation,"I was creating scroll triggered css animations, and I'm having trouble with my off screen transitions from the right. The animation works exactly how I want it to, but it's creating unwanted whitespace on the side of the page. The size of this white space seems to correspond to the transition I set, and doesn't go away until I've triggered all the animations on the page. Any ideas on how to remove this whitespace so that the elements are moving in from off the canvas?Here is the link to my testing environment","[javascript, jquery, html, css, css3]"
"MomentJS gives me the wrong year, why?","I'm either very confused or too tired...What I want is just a date range from week 40 from year 2016, but it gives that week from year 2015. Why?Edit: To reproduce the problem you need a finnish locale for MomentJS.Also, there is a difference if you call moment().year().week() or moment().week().year()P.S. It worked properly in the gone-away 2016, but since 2017 it gives that odd 2015.P.P.S. Happy New Year ! :)","[javascript, momentjs]"
jquery input field focusout div,"In script below: I am creating like a select option droplist,But, if I use focusout event on text id after my selected text val event does not work! Any alternative solution?focusout event in block comment$(document).ready(function(){  //droplist toggle $('#text').click(function(){ 	$('.droplist').toggle(); });  // text move to input field $('.droplist p').click(function(){ 		var selected = $(this).text(); 		$('#text').val(selected, $('.droplist').hide());			 });  // input field foucsout  /*$('#text').focusout(function(){ 	$('.droplist').hide(); });*/  }); #text{ width:200px; height:35px; padding-left:10px; box-sizing: border-box; margin-bottom:3px; } .droplist{ width:200px; background-color:#D8D8D8; border-radius:4px; padding:5px; position:absolute; box-sizing: border-box; font-family:arial; font-size:15px; display:none;}&lt;!DOCTYPE html&gt;&lt;html&gt;&lt;head&gt;&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/3.1.1/jquery.min.js""&gt;&lt;/script&gt; &lt;/head&gt;&lt;body&gt;&lt;div style=""margin:20px;""&gt;	&lt;input type=""text"" id=""text"" autocomplete=""off"" placeholder=""Select Option"" /&gt;	&lt;div class=""droplist""&gt;		&lt;p&gt;option one&lt;/p&gt;		&lt;p&gt;option two&lt;/p&gt;		&lt;p&gt;option three&lt;/p&gt;		&lt;p&gt;option four&lt;/p&gt;		&lt;p&gt;option five&lt;/p&gt;	&lt;/div&gt;&lt;/div&gt;&lt;/body&gt;&lt;/html&gt; ","[javascript, jquery, css, focus]"
How to join two queries from two tables into one query in PHP code?,"I'm starting out to learning php and I wrote 2 queries to fetch data from two tables.Currently, these are my tables:food_vendorsfood_vendor_menuEach vendor_id in food_vendor_menu corresponds to the id in food_vendors. Therefore, Vendor 1 would have 2 food items, as well as Vendor 2, while Vendor 3 only has 1 food item.Currently, I'm making 2 queries and looping through them like so:This produces the following output:However, I don't believe this is the best way, and I like to produce the same output using only one query, so upon research, I try to learn and replaced the above code with the following, joining the 2 tables together:The result of the output:I know this is the better approach and more efficient, but as you can see from the output above, the menu_items array for Vendor 1 only has Food 1, but no Food 2. The same issue with the other 2 vendors. Also, I need to append the vendor_id to each menu item, not just food name.I know where the issue is, I just don't know how to fix it, due to my limited knowledge of php at the moment.Can someone assist?UPDATE:Following Joey's suggestion, I replaced:with:I get the following output:However, I need to make each Food 1, Food 2, an array itself because I need to associate other data to each food item, like id, food price, etc.","[php, mysql]"
ActionCable issues on app upgraded to Rails 5,ActionCable is not working on my app that I just upgraded to Rails 5.0.1.I generated a channel with rails g channel.When I run the server I don't see any line in the log that indicates ActionCable is doing anything. On the client side I get App is not definedI created a new app with rails new and ActionCable works fine in it. I compared all the relevant files in and they look the same in both apps.Are there some gems that I need to install in my upgraded app that would be installed by default in a new Rails 5 app? I checked and I have actioncable.,"[ruby-on-rails, ruby, actioncable]"
upload image with reactjs and ajax,I'm trying to upload an image through a form to a url/api. I call handleImgUpload() method on submitting the form. The problem is that the request sent is empty.I think that new FormData(this) does not work with react or something.There's another function that sets the image path.here is the form:,"[javascript, jquery, ajax, reactjs]"
Magento Gif upload,"I try to upload gif from admin panel of Magento2 for a feature, but it is not looping gif but a jpg at the frontend.Looking for your advices which is also ok for Cache Why dosent the uploaded Gif animated ? why isnt it looping ?","[magento, gif, magento-2.0]"
Find the highest ranked item of a list from another list,"I have a list of items already ordered by highest rank that I store in variable topList.Then I have current list of items that I store in variable currentListThe goal is to find the element of currentList who is the highest ranked in topList.My method ReturnTop is too slow, it's O(n²). Can we do better ?","[c#, algorithm]"
setUbiquitous:itemAtURL:destinationURL:error: fails when overriding,If you already saved a file into iCloud using thisThe second time you call this method to override the previous file to the new file it fails - returns NO.How do you delete the previous file in iCloud or make this method to force override the already existing file in iCloud?,"[ios, file, override, icloud]"
Compiling Postgresql disable &quot;fno-aggressive-loop-optimizations&quot;?,"I'm trying to compilation and install PostgreSQL in my system. My operating System is Debian 9 gcc-4.9 Below posted is my errorIn another post, a user suggests to disable the ""fno-aggressive-loop-optimizations"". But how can I disable this? It is a parameter in ./configure when compiling the fonts. See below the suggestion:initdb: initializing pg_authid ... FATAL: wrong number of index expressions I ran into the same problem after compiling postgresql 8.1.4 with gcc 4.9.3. The problem seems to be the way postgres uses to represent variable length arrays:  In some cases, for loops accessing 'values', GCC assumes that they will do one iteration at most. Loops like the one below (extracted from postgres's source code):  might end up being reduced to something like:  as deduced by looking at the assembler generated for it:  The problem went away after re-compiling postgres with that optimization disabled by using -fno-aggressive-loop-optimizations.","[c, postgresql, gcc]"
How to match regex with starting index in the middle of a string?,"I'm writing a parser and I'd like to avoid chopping up the input string for performance reasons. Thus, I've created a Stream object that represents the string with a cursor:I want to be able to use regular expressions to match against this string. However, I don't care about anything in before the cursor. So suppose I have the following string and cursor:So we don't care about anything before the A, but we want to be able to use regex to match all those uppercase letters:I'm not sure how to get this to work. I noticed when you use the g flag, then you can use RegExp.exec and it will keep track of a lastIndex property. But then the ^ match will not start at lastIndex...Any ideas how I can get this to work efficiently? If I have to use a 3rd party regex library, I'm fine with that, but ideally this could be done with the native RegExp...","[javascript, regex]"
Shell script saving to file oddly,I've written a simple shell script.It works fine and outputs the result of mailq to the txt file no problem. However when I add one line and change it to Which just adds the mailing line it now doesn't update the file.I'm really new at shell scripts and have been trying to figure this out for a day now so any help would be great,"[linux, shell, mail-queue]"
mySQL query and match entire e-mail address,In a mySQL query I use something like this to search for matchesWhen there is an e-mail without a hyphen - like foo@domain.com and the keyword is foo then mySQL easily presents me the correct result.But when there is a hyphen - in the e-mail like foo-bar@domain.com and the keyword is foo-bar mySQL present me all entries with foo. This is also true with @. Is there a workaround avaliable to query and match for an entire e-mail adress including - and @ sign ?,[mysql]
Finding the first item in a foreach?,"I am trying to add the class 'active' if tis the first item in a foreach but I keep getting a parse error? I am using Laravel and Blade, this is how I pass $members Parse error: syntax error, unexpected 'endforeach' (T_ENDFOREACH), expecting elseif (T_ELSEIF) or else (T_ELSE) or endif (T_ENDIF)","[php, laravel, if-statement, foreach, blade]"
React and React-Route Link Parameters Not Working,"I am new to React and React Router, and I'm struggling quite a bit to understand several things, so I'm open to as much education as you are willing to provide. I'm not able to make this work with multiple parameters. I was able to make it work with a single parameter, but not multiple. I get the Whoops404 component. I assume I'm doing something obvious wrong. My Route: My Link:The Component I'm targeting: Thanks in advance.","[reactjs, react-router]"
Putting MathJax Base Code&#39;s in assets folder,"My app resource html's uses MathJax. So I need the MathJax Base codes.I've put the codes in assets folder, so that html assets use it from Assets Folder. But this takes near 7-8 minutes to build/run the project is at need to do :app:mergeDebugAssets only which will take near 4 minutes.It is taking near 3 minutes every time I run it. Is there any other way to do so that it will take less time ?","[android, mathjax]"
"When linking to ID, element appears underneath header","I'm new to web development, mostly just trying to teach myself how with internet tutorials and such. I'm a complete newbie, so this might be a dumb question, but I've searched google up and down, and have yet to find an answer.Basically my problem is, I've created a web page with position: fixed; header at the top of the page. I've adjusted the margins of the page so that everything seems to look great. The page displays exactly as I intended it to.However, I've come across a small flaw which I find myself incapable of fixing: I have a few links on the page that link to specific headings elsewhere on the same page. (For example, I have an element such as &lt;section id=""section_3""&gt;...&lt;/section&gt;, and elsewhere on the same page I'm using &lt;a href=""#section_3""&gt;...&lt;/a&gt;. It works and leads me to the appropriate header, but unfortunately the top of &lt;section&gt; element I linked to (mostly just the section heading) is being covered up by the fixed header at the top of the page, so I have to scroll up a little to read the section header. I've tried linking to an &lt;h1&gt; rather than a &lt;section&gt; element, thinking it might be incompatibility with html5 or some such, but I have the same problem that way too. I'd like to have it so that the section header is the first visible element under the header when I follow these ID links. How can I do this? I would assume this is a common enough situation that there would be a simple fix to it, but I can't seem to find anything on the subject. (I have no issues using html5 or css3. Currently this is just a personal project, and by the time I'm making anything public I expect it will be far enough down the road that there won't be any issue using those. For the time being, it only needs to work on my browser.)Thanks in advance for anyone who can help!","[html, css, html5, css3]"
Compliance to a schema in neo4j,"I am thinking of using a graph DB to store IFC data. Ideally, the DB should provide a way to define all the rule types defined in the IFC schema. However, I don't think there are any such databases because some of the rule types in IFC are very complex and requires querying the DB. Others are simple, like uniqueness of GUID, existence of mandatory attributes, or data validation. Neo4j seem to have a few constraint enforcing methods: Neo4j helps enforce data integrity with the use of constraints. Constraints can be applied to either nodes or relationships. Unique node property constraints can be created, as well as node and relationship property existence constraints.Are there other methods that can ensure compliance of entered data with a predefined schema?Or are there other graph DBs that are more suitable for this job?","[neo4j, graph-databases, step, ifc]"
Google apps script - Importing sheet values from another sheet,"I'm pulling my hair out a little trying to write a conditional Google apps script for Google sheets. The sheet has 5 tabs. Basically, the sheet gets it's data from a google form. Clients fill the form out and it populates our ""Master"" tab of the sheet in question.Here's where I'm hung up:The form is used for teachers to refer students to specific administrators. Whoever is controlling the form needs to be able to assign a specific row of data to a specific administrator, which each have their own tab set up. They do this by selecting, from a drop down, which admin they want to assign the row to.So, if row 2 is assigned to ""Miranda,"" Certain data would get moved over to the ""Miranda"" tab. For the sake of argument lets say column D and E of that particular row would get moved over to column A of the ""Miranda"" tab.Here's what I've come up with so far:The below code is broken, and i'm looking for a little guidance in making it work. Right off, I know I have at least two issues: 1 there are too many variables, and 2 I'm not sure I can pass a variable as a parameter for the setActiveRange() class. So, my questions:How can I clean this up? And what (class?) should I be using in order to make it functional?PS - I still consider myself a novice when it comes to JavaScript. I have the knowledge, but the practical application is something I'm still learning :)","[javascript, google-apps-script, google-spreadsheet]"
How to get the exit code value from a module function?,"I have placed a module into my user profile directory. The organization requires my home directory to be on a network share.When I run MyFunc it appears to operate as intended. However, $LASTEXITCODE is always Null.If I use exit 8, then my interactive host immediately exits. Same thing using $Host.SetShouldExit.",[powershell]
How can I calculate a field based on fields in other tables while inserting a record (in a procedure),"I'm sorry for the confusing title, but couldn't find another way to ask it.Let's say I want to write a procedure add_salesline. I enter all the fields with parameters, except subtotal. Subtotal (just the price for the salesline) needs to be calculated based on fields in other tables such as productprice in the table products, pricereduction in the table promotion, etc. (based on the properties).How can I do this? I've been trying to solve this problem for a good week now, and it's just not working...",[plsql]
HTML/Javascript Form How do I serialize form data as JSON and displayed in a class?,"Pretty straight forward.When a user clicks ""submit"", I need the form serialized and the JSON data displayed in the class""debug"".How do I do this with my current Javascript?Cannot use jQuery. Cannot edit HTML. Only pure Javascript.Thanks!HTMLJS ","[javascript, jquery, html, json]"
How do I use a web mercator projection map for SCNMaterial on an SCNShere geometry?,"I have a simple globe view in my app. Previously we were using WhirlyGlobe, but have opted to use SceneKit instead. Everything works great and we are happy with it EXCEPT we used map tiles in Whirly Globe and the do not work (as far as I can tell) in SceneKit. We want to use that map (tiled, split or as one file) on an SCNSphere geometry.I copied the satellite map that Apple uses in their documentation and it looks right, but is not the map we need. Our map is in web/sphere mercator projection and it looks bad in SceneKit on my sphere.I do not* know what the 2x1 projection Apple is using is called, so JUST that information might be enough for me to find the solution.I do now:Equirectangular - RIGHT after I posted of course.Also known as Platte Carre (per Hal Mueller's comment)An export of our map in the web mercator projection is 1x1. Just squishing it in the vertical axis does not work (SceneKit does this automatically anyway).I can convert the file programmatically, using a tool or some hybrid if needed.If needed, I can provide thumbs of the map skins.","[ios, scenekit, mercator, scnmaterial]"
How can I add GlassFish 4.1 server in Eclipse Neon 2?,"I have a fresh installation of Eclipse IDE for Java EE Developers - for WIndows 64bit - Version: Neon.2 Release (4.6.2) I have downloaded the newest editions of GlassFish server 4.1.1 - both Full &amp; Web ProfieI've installed the latest GlassFish tolls using Eclipse Marketplace:https://marketplace.eclipse.org/content/glassfish-toolsNow I am trying to add GlassFish Server to Eclipse using the latest JDK 8, but it complains that Java 6 or 7 is required:OK, then I am trying to use the latest JDK 7 instead of 8, but this time it complains that this is an invalid GlassFish instalation.How can I add GlassFish server to Eclipse, what am I doing wrong ?","[eclipse, glassfish, glassfish-4]"
Pre populate values in dropdown in laravel,I am trying to populate and select the option in my view.I am able to get the value from my model in my view.edite.blade.php templateHow can i select an option with value I have from my model.,"[php, laravel-5, laravel-blade]"
Meaning of xserversock and xclientsock in ssh2 library for x11 forwarding,"I'm trying to understand how x11 port forwarding inside SSH connections works programmatically. In particular, I'm trying to understand this part of the README that is part of the code recipes inside Node's SSH2 client library. Once the client is instantiated, what do the variables xserversock and xclientsock do? Why does xclientsock pipe data back to itself through xserversock? Finally, does xserversock actually connect to 127.0.0.1:6000, or to 10.13.23.10:6000?","[node.js, networking, ssh, x11, x11-forwarding]"
Forum Response Error: Duplicate entry for PRIMARY key,"I have been writing some code for a forum and am new to PHP, but I have run into some trouble.When I test the program by entering an answer, I get a web page that says ""ERROR"".After changing echo ""ERROR"" to echo mysql_error(), the webpage changed to this: Notice: Undefined index: id in C:\xampp5\htdocs\add_answer.php on line 14  Notice: Undefined index: a_name in C:\xampp5\htdocs\add_answer.php on line 30  Notice: Undefined index: a_email in C:\xampp5\htdocs\add_answer.php on line 31  Notice: Undefined index: a_answer in C:\xampp5\htdocs\add_answer.php on line 32 Duplicate entry '1' for key 'PRIMARY'For the moment I am not concerned with security, as I intend to fix security issues later down the track.","[php, mysql]"
JMeter - Looping,I have the following script with 1 thread and 2 iterations. Debug in Switch is not called. The second Google in the first iteration and the second Yahoo in the second iteration are not executed. Why?Thank you for the help.I added the image of Switch Controller. Google and Yahoo are Simple Controllers with one HTTP Request Sampler.,"[jmeter, jmeter-plugins]"
ngmap in angular fullstack,Please I need your help I use ng-map to geolocate an address but they don't work. always the map is undefined.the AddAccident.component.js}the addaccident.htmland finnaly the error : :( whene i make console.log for the this.map in the placechange's function they show me undefined :'( please help me !,"[angular-fullstack, ng-map, babel-6]"
